MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,BldgType,BsmtFinType1,BsmtFinType2,GarageFinish,Functional,Fence
RL,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,WdShing,Wd Shng,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Family,1Fam,LwQ,Unf,Unf,Min1,GdWo
RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Rec,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,BLQ,RFn,Typ,GdWo
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2.5Unf,Hip,CompShg,AsbShng,AsbShng,None,PConc,GasA,N,FuseA,Detchd,N,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,RFn,Typ,GdPrv
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,ConLD,Normal,TwnhsE,GLQ,Unf,Fin,Typ,None
C (all),Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseA,Basment,N,Shed,WD,Alloca,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,COD,Normal,1Fam,Rec,Unf,RFn,Typ,None
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasW,Y,SBrkr,Detchd,P,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,TwnhsE,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,SBrkr,Detchd,Y,None,WD,Normal,2fmCon,Unf,Unf,Unf,Min2,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Family,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdWo
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,ALQ,Unf,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,2Story,Flat,Tar&Grv,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,1Fam,LwQ,ALQ,Fin,Min2,None
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,FuseA,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,RFn,Typ,None
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,TwnhsE,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,BLQ,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Gable,CompShg,VinylSd,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Min2,None
RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,COD,Normal,1Fam,Rec,Unf,Unf,Min2,GdWo
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RH,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Detchd,P,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,P,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,ALQ,RFn,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,N,SBrkr,None,Y,None,WD,Normal,Duplex,Unf,Unf,None,Typ,None
RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Basment,Y,None,WD,Normal,1Fam,ALQ,Unf,Fin,Min2,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,SLvl,Gable,CompShg,MetalSd,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,1Fam,ALQ,Rec,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,SLvl,Gable,CompShg,Plywood,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,GLQ,LwQ,Unf,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Family,1Fam,Unf,Unf,RFn,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,Hip,CompShg,Plywood,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,2fmCon,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Story,Hip,CompShg,HdBoard,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,GdPrv
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,None
RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,2Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Y,SBrkr,Attchd,P,None,WD,Normal,1Fam,None,None,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,WdShing,Wd Shng,None,Stone,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Othr,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Abnorml,1Fam,Unf,Unf,Unf,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Story,Gable,CompShg,HdBoard,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,Shed,WD,Normal,1Fam,ALQ,Unf,Unf,Min2,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,LwQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,MnPrv
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,GdWo
FV,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,CWD,Abnorml,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Family,Duplex,LwQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Rec,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,Shed,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
